adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/m0N89MIIu6qYZcujCRzBHrkZbns.jpg,,18000,"Drama , Horror , Thriller , Crime",,234,tt0010323,de,Das Cabinet des Dr. Caligari,"Francis, a young man, recalls in his memory the horrible experiences he and his fiancée Jane recently went through. Francis and his friend Alan visit The Cabinet of Dr. Caligari, an exhibit where the mysterious doctor shows the somnambulist Cesare, and awakens him for some moments from his death-like sleep.",20.089,/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,Decla Film Gesellschaft Holz & Co.,Germany,1920-02-27,8811,75,No Language,Released,You must become Caligari!,The Cabinet of Dr. Caligari,False,7.962,1190
False,/i2Wb6QsKg14tl4p9HgJENfUCqhh.jpg,,535000,"Horror , Science Fiction",,3019,tt0022835,en,Dr. Jekyll and Mr. Hyde,"Dr. Henry Jekyll believes that there are two distinct sides to men - a good and an evil side. He believes that by separating the two, man can become liberated. He succeeds in his experiments with chemicals to accomplish this and transforms into Hyde to commit horrendous crimes. When he discontinues use of the drug, it is already too late.",11.72,/mZtQORzQWkCSqeeHApH6vJDA1D2.jpg,Paramount,United States of America,1931-12-24,1300000,98,English,Released,Put yourself in her place! The dreaded night when her lover became a madman!,Dr. Jekyll and Mr. Hyde,False,7.3,209
False,/aM81XfMvYyb1Qpig5rp8tOodRjt.jpg,,724805,"Comedy , Horror , Science Fiction",,3023,tt0045469,en,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,"Abbott and Costello, two bumbling American cops on exchange in London, hunt for Mr. Hyde—the monster that has been terrorizing the city.",7.254,/spZzSuujqiYHMK5pIvJOS5LDYD0.jpg,Universal Pictures,United States of America,1953-08-01,1200000,76,English,Released,All New ! All Wild ! All Fun !,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,False,6.6,58
False,,,750000,"Horror , Thriller",,28518,tt0472186,en,The Strange Case of Dr. Jekyll and Mr. Hyde,"Tony Todd (Clive Barker's Candyman, Final Destination 2) is Dr. Henry Jekyll in this blood-drenched, modern adaptation of the macabre classic. Part crime thriller, part psychological horror, The Strange Case of Dr. Jekyll And Mr. Hyde takes Robert Louis Stevenson's sinister story to chilling new depths as Mr. Hyde leaves a grisly trail while terrorizing local college co-eds. With the police bearing down on him, Mr. Hyde attacks Henry's fiancee in the demented denouement of this twisted tale that must be seen to be believed!",4.762,/e3ZdQSc9YVTfOUaWmVWEzxRoIO0.jpg,Fantastic Cinema LLC,United States of America,2006-02-01,0,89,English,Released,When Darkness Descends The Evil Prevails,The Strange Case of Dr. Jekyll and Mr. Hyde,False,3.0,3
False,/8n27EVQ1nbEcMq1dt2OVYmAeKRd.jpg,,900000,"Thriller , TV Movie",,3024,tt0062908,en,The Strange Case of Dr. Jekyll and Mr. Hyde,"In this Dan Curtis production of the Robert Louis Stevenson classic, Jack Palance stars as Dr. Henry Jekyll, a scientist experimenting to reveal the hidden, dark side of man, who, in the process of his experiment, releases a murderer from within himself.",1.77,/xlVyTmUJbsyxdpjyLySUoLPm9rv.jpg,"Dan Curtis Productions , CBC","Canada , United States of America",1968-01-07,0,120,English,Released,,The Strange Case of Dr. Jekyll and Mr. Hyde,False,6.6,5
False,/qlC0fJEXjnj0cl5hRUrUiFdd7Zf.jpg,,1000,"Fantasy , Horror",,739887,,en,The Four Horsemen of the Apocalypse,"The Apostle John receives disturbing visions of the approaching AntiChrist, the impending apocalypse, a series of demonic creatures, and a psychedelic descent into hell.",14.764,/aamhbQyVs1UNr3HcoVOLOCEUmQF.jpg,,Canada,2022-10-31,0,30,,Released,,The Four Horsemen of the Apocalypse,False,0.0,0
False,/vqZoI1rJXkxzplg1Pgh3U9Ev2ja.jpg,,65000000,"Fantasy , Comedy , Family",http://movies.disney.com/the-kid,4244,tt0219854,en,The Kid,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly – with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",16.044,/jNfL8De5IDVIuUYsrNnmPxCQkz8.jpg,"Walt Disney Pictures , Chester Films Inc. , Junction",United States of America,2000-07-07,110317580,104,English,Released,Nobody ever grows up quite like they imagined.,The Kid,False,6.469,796
False,/4H81TyAvjt7WOLXl7km34ZZQGl6.jpg,,250000,"Comedy , Drama",,10098,tt0012349,en,The Kid,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,16.409,/drgMcyTsySQBnUPGaBThCHGdlWT.jpg,Charles Chaplin Productions,United States of America,1921-01-21,2500000,68,No Language,Released,6 reels of Joy.,The Kid,False,8.217,1669
False,/wwkpQnhi1TXnB3YTZdHeeBpuHs4.jpg,,40000000,"Action , Adventure , Drama , Family",https://www.sonypictures.com/movies/thekaratekid,38575,tt1155076,en,The Karate Kid,"Twelve-year-old Dre Parker could have been the most popular kid in Detroit, but his mother's latest career move has landed him in China. Dre immediately falls for his classmate Mei Ying but the cultural differences make such a friendship impossible. Even worse, Dre's feelings make him an enemy of the class bully, Cheng. With no friends in a strange land, Dre has nowhere to turn but maintenance man Mr. Han, who is a kung fu master. As Han teaches Dre that kung fu is not about punches and parries, but maturity and calm, Dre realizes that facing down the bullies will be the fight of his life.",103.793,/tAMQREOoztvluqrfHiGHFVfB04B.jpg,"Columbia Pictures , Sony Pictures , Overbrook Entertainment , Jerry Weintraub Productions , China Film Group , Zwart Arbeid","China , United States of America",2010-06-10,359126022,140,"普通话 , English",Released,A Challenge He Never Imagined. A Teacher He Never Expected.,The Karate Kid,False,6.505,5144
False,/qogeijTQKJB3XtopMolADVQcnBG.jpg,,8000000,"Western , Drama , Action",https://www.lionsgate.com/movies/the-kid,492565,tt4975920,en,The Kid,"New Mexico Territory, 1880. Rio Cutler and his older sister Sara must abandon their home after an unfortunate event happens. In their desperate flee to Santa Fe, they cross paths with the infamous outlaw Billy the Kid and his gang, who are ruthlessly pursued by a posse led by Sheriff Pat Garret.",10.7,/8zWFMU70cFbKZ45QWQnsfxV1RPz.jpg,"Mimran Schur Pictures , Suretone Pictures",United States of America,2019-03-08,1561698,100,English,Released,It only matters the story they tell when you're gone,The Kid,False,5.898,244
False,/9jRv507vXUJxOfD7fXYQKYFLC7q.jpg,,59000000,"Action , Adventure , Fantasy , Family",https://www.foxmovies.com/movies/the-kid-who-would-be-king,454294,tt6811018,en,The Kid Who Would Be King,"Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.",25.096,/kBuvLX6zynQP0sjyqbXV4jNaZ4E.jpg,"20th Century Fox , Big Talk Productions , Working Title Films , TSG Entertainment",United Kingdom,2019-01-16,32140970,120,English,Released,An army to fight. A demon to slay. A world to save. No pressure.,The Kid Who Would Be King,False,6.061,618
False,/4TRL9t8yOQ74j7jI4dGy7C9OVvC.jpg,The Karate Kid Collection,8000000,"Action , Family , Drama",https://www.sonypictures.com/movies/thekaratekid0,1885,tt0087538,en,The Karate Kid,"After some violent confrontations with his new classmates, Daniel LaRusso learns karate from Japanese handyman Mr. Miyagi, in order to defend himself.",39.253,/1mp4ViklKvA0WXXsNvNx0RBuiit.jpg,"Columbia Pictures , Jerry Weintraub Productions , Delphi II Productions",United States of America,1984-06-22,130442786,126,English,Released,Only the 'Old One' could teach him the secrets of the masters.,The Karate Kid,False,7.173,3455
False,/mEEJC1tHmxJZ49L0Gc7jsFlvQXJ.jpg,,4638783,Western,,11577,tt0070518,en,Pat Garrett & Billy the Kid,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.,14.727,/vRDvPypWsjGs7spo7G5bz1cSacC.jpg,Metro-Goldwyn-Mayer,United States of America,1973-05-23,11000000,106,English,Released,Best of enemies. Deadliest of friends.,Pat Garrett & Billy the Kid,False,7.213,328
False,/qhwmkPBg9MithppIXhUNVCYA4uR.jpg,"Honey, I Shrunk the Kids Collection",40000000,"Adventure , Comedy , Family , Science Fiction",,11158,tt0104437,en,"Honey, I Blew Up the Kid","Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",16.09,/iLWZJAIcSqthsmJ3pMbtiE9Ap6N.jpg,"Walt Disney Pictures , Touchwood Pacific Partners 1",United States of America,1992-07-16,58662452,89,English,Released,The BIG Laughs Start January 6th!,"Honey, I Blew Up the Kid",False,5.228,969
False,/12W7q01e2j90fC9u9giiXm7hIwq.jpg,,60000000,"Comedy , Romance",,9038,tt0408839,en,The Heartbreak Kid,"Eddie, the 40-year-old confirmed bachelor finally says ""I do"" to the beautiful and sexy Lila. But during their honeymoon in Mexico, the woman of his dreams turns out to be a total nightmare, and the guy who could never pull the trigger realizes he’s jumped the gun.",25.797,/bVWM0L3DqFpNE3Yt49WjAgTQUc0.jpg,"DreamWorks Pictures , Radar Pictures , Conundrum Entertainment , Davis Entertainment",United States of America,2007-10-05,127766650,116,"English , Español",Released,He waited all his life to get married. Too bad he didn't wait another week.,The Heartbreak Kid,False,5.692,1376
False,/2fhBAFNTwJBsOkci96fE4L5Pqox.jpg,The Karate Kid Collection,13000000,"Adventure , Drama , Action , Romance , Family",,8856,tt0091326,en,The Karate Kid Part II,"After discovering that his father is at death's door, Mr. Miyagi sets out to Japan, to see him with Daniel. Upon arriving, Miyagi must confront an old rival. Meanwhile, Daniel encounters a new love, and some new enemies.",35.599,/k0OwgRR6PNu7h3SiqpCbRdZWNaG.jpg,"Columbia Pictures , Delphi II Productions",United States of America,1986-06-18,115103979,113,English,Released,"This time, the combat is real.",The Karate Kid Part II,False,6.264,1788
False,/y3bebCmOJ32gzLKpghjKcRoKFRi.jpg,,40000,Documentary,http://www.kidstaysinthepicture.com/,29047,tt0303353,en,The Kid Stays in the Picture,"Documentary about legendary Paramount producer Robert Evans, based on his famous 1994 autobiography.",7.747,/wQd4tf308KGwbUZeoDLPxgYqhiv.jpg,"Ministry of Propaganda Films , Woodland Pictures LLC , Highway Films , Robert Evans Company",United States of America,2002-08-16,1434436,93,English,Released,The Story Of A Man Who Seduced Hollywood.,The Kid Stays in the Picture,False,6.774,73
False,/c0wCncsu9qk9KNihJ6G4Kc2W667.jpg,The Karate Kid Collection,12500000,"Action , Family , Drama , Adventure",,10495,tt0097647,en,The Karate Kid Part III,"Despondent over the closing of his karate school, Cobra Kai teacher John Kreese joins a ruthless businessman and martial artist to get revenge on Daniel and Mr. Miyagi.",27.67,/5qVjJGzPokkK7OYA65hYb1fGsJQ.jpg,"Columbia Pictures , Weintraub International Group",United States of America,1989-06-29,38956288,112,English,Released,"First it was teacher to student. Then it was father to son. Now, it's man to man.",The Karate Kid Part III,False,5.914,1293
False,/sx9AV4zhzAwS9XIcRh5f9GFzXS9.jpg,,5000000,"Drama , Action",,102222,tt1937506,en,The Philly Kid,"A former NCAA champion wrestler is paroled after 10 years in prison. Now, to save a friend's life, in a series of cage fights he must agree to do the impossible - lose.",10.227,/pN0UFnqzkIFjmhH8ICKVAqxNBdo.jpg,"Signature Pictures , After Dark Films , Autonomous Films , Fourth Floor Productions",United States of America,2012-05-11,0,94,English,Released,,The Philly Kid,False,5.392,37
False,,,291367,Romance,,707496,tt0012181,en,Fool's Paradise,"In a Mexican border town Arthur befriends cantina girl Poll. She falls for him but he still loves the dancer Rosa. When the cigar Poll gives him explodes and blinds him, Arthur is duped into thinking Poll is Rosa and marries her. When his vision is surgically restored, he leaves for Siam to find Rosa.",0.6,/aERr7tIe44autYq260wBhgIxEhp.jpg,Famous Players-Lasky Corporation,United States of America,1921-12-09,901937,109,No Language,Released,,Fool's Paradise,False,6.0,1
False,/h3wvrOtDI8saCxNAgadiZOSG0Rg.jpg,,1400000,"Drama , Horror",,6404,tt0079641,de,Nosferatu - Phantom der Nacht,"Jonathan Harker, a real estate agent, goes to Transylvania to visit the mysterious Count Dracula and formalize the purchase of a property in Wismar. Once Jonathan is caught under his evil spell, Dracula travels to Wismar where he meets the beautiful Lucy, Jonathan's wife, while a plague spreads through the town, now ruled by death.",16.734,/g7fEH8uafDHYDHOafRPkoud0Tjy.jpg,"Gaumont , Werner Herzog Filmproduktion , ZDF","Germany , France",1979-01-17,0,107,"English , Deutsch",Released,Nosferatu… he who is doomed to wander alone in darkness.,Nosferatu the Vampyre,False,7.384,643
False,,,500000,Horror,,548163,tt6131232,en,Mimesis: Nosferatu,"When the Harker Arts Academy drama club produces a play based on the silent horror film Nosferatu (1922), reality and fiction collide, and blood begins to spill.",2.423,/9sO5WmfB8Wgt9afQ7wGAyovdPXu.jpg,,United States of America,2018-09-26,0,100,English,Released,,Mimesis: Nosferatu,False,8.5,2
False,/mEwgfAmObx1LizHAYnhqfp4VEuT.jpg,,500000,"Horror , Fantasy",,18392,tt0109723,en,Embrace of the Vampire,An 18-year-old college freshman is seduced by a handsome vampire lover who introduces her to a dark world of carnal desires.,20.791,/3amk8h3a4xVdt3f5LG8Mo7TrAn0.jpg,"New Line Cinema , Ministry of Film, The , General Media Entertainment",United States of America,1995-05-30,0,92,English,Released,Between innocence and evil lies the seduction.,Embrace of the Vampire,False,4.995,102
False,,,4000,"Comedy , Horror",,566107,tt0846720,en,Nosferatu's Crush,"Vladimir Dracula III, a relative of the original Dracula, has seen better days. He's bald, has blue skin, has trouble talking, and he keeps the three vampire women he created locked up in his dirty, disgusting basement full of blue tarps. When a sexy vampiress ninja starts attacking people for their blood, two sassy FBI agents suspect that Vlad is behind it. He hires a lawyer and falls in love at first sight. Unfortunately she has her own baggage in the form of Tony, a pig of a boyfriend that wants to bully Vlad and oil up his thralls. Vlad's only chance for happiness is to prove his innocence and get Tony out of the picture.",1.596,/iPOg5Cc7tPGCFmWnjs4n9JZI3Gf.jpg,Mystic Night Pictures,United States of America,2006-08-07,0,93,English,Released,,Nosferatu's Crush,False,0.0,0
